Row, Data
366,1.100000
367,1.099259
368,1.098519
369,1.097778
370,1.097037
371,1.096296
372,1.095556
373,1.094815
374,1.094074
375,1.093333
376,1.092593
377,1.091852
378,1.091111
379,1.090370
380,1.089630
381,1.088889
382,1.088148
383,1.087407
384,1.086667
385,1.085926
386,1.085185
387,1.084444
388,1.083704
389,1.082963
390,1.082222
391,1.081481
392,1.080741
393,1.080000
394,1.079259
395,1.078519
396,1.077778
397,1.077037
398,1.076296
399,1.075556
400,1.074815
401,1.074074
402,1.073333
403,1.072593
404,1.071852
405,1.071111
406,1.070370
407,1.069630
408,1.068889
409,1.068148
410,1.067407
411,1.066667
412,1.065926
413,1.065185
414,1.064444
415,1.063704
416,1.062963
417,1.062222
418,1.061481
419,1.060741
420,1.060000
421,1.059259
422,1.058519
423,1.057778
424,1.057037
425,1.056296
426,1.055556
427,1.054815
428,1.054074
429,1.053333
430,1.052593
431,1.051852
432,1.051111
433,1.050370
434,1.049630
435,1.048889
436,1.048148
437,1.047407
438,1.046667
439,1.045926
440,1.045185
441,1.044444
442,1.043704
443,1.042963
444,1.042222
445,1.041481
446,1.040741
447,1.040000
448,1.039259
449,1.038519
450,1.037778
451,1.037037
452,1.036296
453,1.035556
454,1.034815
455,1.034074
456,1.033333
457,1.032593
458,1.031852
459,1.031111
460,1.030370
461,1.029630
462,1.028889
463,1.028148
464,1.027407
465,1.026667
466,1.025926
467,1.025185
468,1.024444
469,1.023704
470,1.022963
471,1.022222
472,1.021481
473,1.020741
474,1.020000
475,1.019259
476,1.018519
477,1.017778
478,1.017037
479,1.016296
480,1.015556
481,1.014815
482,1.014074
483,1.013333
484,1.012593
485,1.011852
486,1.011111
487,1.010370
488,1.009630
489,1.008889
490,1.008148
491,1.007407
492,1.006667
493,1.005926
494,1.005185
495,1.004444
496,1.003704
497,1.002963
498,1.002222
499,1.001481
500,1.000741
501,1.000000
502,0.999259
503,0.998519
504,0.997778
505,0.997037
506,0.996296
507,0.995556
508,0.994815
509,0.994074
510,0.993333
511,0.992593
512,0.991852
513,0.991111
514,0.990370
515,0.989630
516,0.988889
517,0.988148
518,0.987407
519,0.986667
520,0.985926
521,0.985185
522,0.984444
523,0.983704
524,0.982963
525,0.982222
526,0.981481
527,0.980741
528,0.980000
529,0.979259
530,0.978519
531,0.977778
532,0.977037
533,0.976296
534,0.975556
535,0.974815
536,0.974074
537,0.973333
538,0.972593
539,0.971852
540,0.971111
541,0.970370
542,0.969630
543,0.968889
544,0.968148
545,0.967407
546,0.966667
547,0.965926
548,0.965185
549,0.964444
550,0.963704
551,0.962963
552,0.962222
553,0.961481
554,0.960741
555,0.960000
556,0.959259
557,0.958519
558,0.957778
559,0.957037
560,0.956296
561,0.955556
562,0.954815
563,0.954074
564,0.953333
565,0.952593
566,0.951852
567,0.951111
568,0.950370
569,0.949630
570,0.948889
571,0.948148
572,0.947407
573,0.946667
574,0.945926
575,0.945185
576,0.944444
577,0.943704
578,0.942963
579,0.942222
580,0.941481
581,0.940741
582,0.940000
583,0.939259
584,0.938519
585,0.937778
586,0.937037
587,0.936296
588,0.935556
589,0.934815
590,0.934074
591,0.933333
592,0.932593
593,0.931852
594,0.931111
595,0.930370
596,0.929630
597,0.928889
598,0.928148
599,0.927407
600,0.926667
601,0.925926
602,0.925185
603,0.924444
604,0.923704
605,0.922963
606,0.922222
607,0.921481
608,0.920741
609,0.920000
610,0.919259
611,0.918519
612,0.917778
613,0.917037
614,0.916296
615,0.915556
616,0.914815
617,0.914074
618,0.913333
619,0.912593
620,0.911852
621,0.911111
622,0.910370
623,0.909630
624,0.908889
625,0.908148
626,0.907407
627,0.906667
628,0.905926
629,0.905185
630,0.904444
631,0.903704
632,0.902963
633,0.902222
634,0.901481
635,0.900741
636,0.900000
637,0.899259
638,0.898519
639,0.897778
640,0.897037
641,0.896296
642,0.895556
643,0.894815
644,0.894074
645,0.893333
646,0.892593
647,0.891852
648,0.891111
649,0.890370
650,0.889630
651,0.888889
652,0.888148
653,0.887407
654,0.886667
655,0.885926
656,0.885185
657,0.884444
658,0.883704
659,0.882963
660,0.882222
661,0.881481
662,0.880741
663,0.880000
664,0.879259
665,0.878519
666,0.877778
667,0.877037
668,0.876296
669,0.875556
670,0.874815
671,0.874074
672,0.873333
673,0.872593
674,0.871852
675,0.871111
676,0.870370
677,0.869630
678,0.868889
679,0.868148
680,0.867407
681,0.866667
682,0.865926
683,0.865185
684,0.864444
685,0.863704
686,0.862963
687,0.862222
688,0.861481
689,0.860741
690,0.860000
691,0.859259
692,0.858519
693,0.857778
694,0.857037
695,0.856296
696,0.855556
697,0.854815
698,0.854074
699,0.853333
700,0.852593
701,0.851852
702,0.851111
703,0.850370
704,0.849630
705,0.848889
706,0.848148
707,0.847407
708,0.846667
709,0.845926
710,0.845185
711,0.844444
712,0.843704
713,0.842963
714,0.842222
715,0.841481
716,0.840741
717,0.840000
718,0.839259
719,0.838519
720,0.837778
721,0.837037
722,0.836296
723,0.835556
724,0.834815
725,0.834074
726,0.833333
727,0.832593
728,0.831852
729,0.831111
730,0.830370
731,0.829630
732,0.828889
733,0.828148
734,0.827407
735,0.826667
736,0.825926
737,0.825185
738,0.824444
739,0.823704
740,0.822963
741,0.822222
742,0.821481
743,0.820741
744,0.820000
745,0.819259
746,0.818519
747,0.817778
748,0.817037
749,0.816296
750,0.815556
751,0.814815
752,0.814074
753,0.813333
754,0.812593
755,0.811852
756,0.811111
757,0.810370
758,0.809630
759,0.808889
760,0.808148
761,0.807407
762,0.806667
763,0.805926
764,0.805185
765,0.804444
766,0.803704
767,0.802963
768,0.802222
769,0.801481
770,0.800741
771,0.800000
772,0.799259
773,0.798519
774,0.797778
775,0.797037
776,0.796296
777,0.795556
778,0.794815
779,0.794074
780,0.793333
781,0.792593
782,0.791852
783,0.791111
784,0.790370
785,0.789630
786,0.788889
787,0.788148
788,0.787407
789,0.786667
790,0.785926
791,0.785185
792,0.784444
793,0.783704
794,0.782963
795,0.782222
796,0.781481
797,0.780741
798,0.780000
799,0.779259
800,0.778519
801,0.777778
802,0.777037
803,0.776296
804,0.775556
805,0.774815
806,0.774074
807,0.773333
808,0.772593
809,0.771852
810,0.771111
811,0.770370
812,0.769630
813,0.768889
814,0.768148
815,0.767407
816,0.766667
817,0.765926
818,0.765185
819,0.764444
820,0.763704
821,0.762963
822,0.762222
823,0.761481
824,0.760741
825,0.760000
826,0.759259
827,0.758519
828,0.757778
829,0.757037
830,0.756296
831,0.755556
832,0.754815
833,0.754074
834,0.753333
835,0.752593
836,0.751852
837,0.751111
838,0.750370
839,0.749630
840,0.748889
841,0.748148
842,0.747407
843,0.746667
844,0.745926
845,0.745185
846,0.744444
847,0.743704
848,0.742963
849,0.742222
850,0.741481
851,0.740741
852,0.740000
853,0.739259
854,0.738519
855,0.737778
856,0.737037
857,0.736296
858,0.735556
859,0.734815
860,0.734074
861,0.733333
862,0.732593
863,0.731852
864,0.731111
865,0.730370
866,0.729630
867,0.728889
868,0.728148
869,0.727407
870,0.726667
871,0.725926
872,0.725185
873,0.724444
874,0.723704
875,0.722963
876,0.722222
877,0.721481
878,0.720741
879,0.720000
880,0.719259
881,0.718519
882,0.717778
883,0.717037
884,0.716296
885,0.715556
886,0.714815
887,0.714074
888,0.713333
889,0.712593
890,0.711852
891,0.711111
892,0.710370
893,0.709630
894,0.708889
895,0.708148
896,0.707407
897,0.706667
898,0.705926
899,0.705185
900,0.704444
901,0.703704
902,0.702963
903,0.702222
904,0.701481
905,0.700741
906,0.700000
907,0.699259
908,0.698519
909,0.697778
910,0.697037
911,0.696296
912,0.695556
913,0.694815
914,0.694074
915,0.693333
916,0.692593
917,0.691852
918,0.691111
919,0.690370
920,0.689630
921,0.688889
922,0.688148
923,0.687407
924,0.686667
925,0.685926
926,0.685185
927,0.684444
928,0.683704
929,0.682963
930,0.682222
931,0.681481
932,0.680741
933,0.680000
934,0.679259
935,0.678519
936,0.677778
937,0.677037
938,0.676296
939,0.675556
940,0.674815
941,0.674074
942,0.673333
943,0.672593
944,0.671852
945,0.671111
946,0.670370
947,0.669630
948,0.668889
949,0.668148
950,0.667407
951,0.666667
952,0.665926
953,0.665185
954,0.664444
955,0.663704
956,0.662963
957,0.662222
958,0.661481
959,0.660741
960,0.660000
961,0.659259
962,0.658519
963,0.657778
964,0.657037
965,0.656296
966,0.655556
967,0.654815
968,0.654074
969,0.653333
970,0.652593
971,0.651852
972,0.651111
973,0.650370
974,0.649630
975,0.648889
976,0.648148
977,0.647407
978,0.646667
979,0.645926
980,0.645185
981,0.644444
982,0.643704
983,0.642963
984,0.642222
985,0.641481
986,0.640741
987,0.640000
988,0.639259
989,0.638519
990,0.637778
991,0.637037
992,0.636296
993,0.635556
994,0.634815
995,0.634074
996,0.633333
997,0.632593
998,0.631852
999,0.631111
1000,0.630370
1001,1.370370
1002,1.369630
1003,1.368889
1004,1.368148
1005,1.367407
1006,1.366667
1007,1.365926
1008,1.365185
1009,1.364444
1010,1.363704
1011,1.362963
1012,1.362222
1013,1.361481
1014,1.360741
1015,1.360000
1016,1.359259
1017,1.358519
1018,1.357778
1019,1.357037
1020,1.356296
1021,1.355556
1022,1.354815
1023,1.354074
1024,1.353333
1025,1.352593
1026,1.351852
1027,1.351111
1028,1.350370
1029,1.349630
1030,1.348889
1031,1.348148
1032,1.347407
1033,1.346667
1034,1.345926
1035,1.345185
1036,1.344444
1037,1.343704
1038,1.342963
1039,1.342222
1040,1.341481
1041,1.340741
1042,1.340000
1043,1.339259
1044,1.338519
1045,1.337778
1046,1.337037
1047,1.336296
1048,1.335556
1049,1.334815
1050,1.334074
1051,1.333333
1052,1.332593
1053,1.331852
1054,1.331111
1055,1.330370
1056,1.329630
1057,1.328889
1058,1.328148
1059,1.327407
1060,1.326667
1061,1.325926
1062,1.325185
1063,1.324444
1064,1.323704
1065,1.322963
1066,1.322222
1067,1.321481
1068,1.320741
1069,1.320000
1070,1.319259
1071,1.318519
1072,1.317778
1073,1.317037
1074,1.316296
1075,1.315556
1076,1.314815
1077,1.314074
1078,1.313333
1079,1.312593
1080,1.311852
1081,1.311111
1082,1.310370
1083,1.309630
1084,1.308889
1085,1.308148
1086,1.307407
1087,1.306667
1088,1.305926
1089,1.305185
1090,1.304444
1091,1.303704
1092,1.302963
1093,1.302222
1094,1.301481
1095,1.300741
1096,1.300000
1097,1.299259
1098,1.298519
1099,1.297778
1100,1.297037
1101,1.296296
1102,1.295556
1103,1.294815
1104,1.294074
1105,1.293333
1106,1.292593
1107,1.291852
1108,1.291111
1109,1.290370
1110,1.289630
1111,1.288889
1112,1.288148
1113,1.287407
1114,1.286667
1115,1.285926
1116,1.285185
1117,1.284444
1118,1.283704
1119,1.282963
1120,1.282222
1121,1.281481
1122,1.280741
1123,1.280000
1124,1.279259
1125,1.278519
1126,1.277778
1127,1.277037
1128,1.276296
1129,1.275556
1130,1.274815
1131,1.274074
1132,1.273333
1133,1.272593
1134,1.271852
1135,1.271111
1136,1.270370
1137,1.269630
1138,1.268889
1139,1.268148
1140,1.267407
1141,1.266667
1142,1.265926
1143,1.265185
1144,1.264444
1145,1.263704
1146,1.262963
1147,1.262222
1148,1.261481
1149,1.260741
1150,1.260000
1151,1.259259
1152,1.258519
1153,1.257778
1154,1.257037
1155,1.256296
1156,1.255556
1157,1.254815
1158,1.254074
1159,1.253333
1160,1.252593
1161,1.251852
1162,1.251111
1163,1.250370
1164,1.249630
1165,1.248889
1166,1.248148
1167,1.247407
1168,1.246667
1169,1.245926
1170,1.245185
1171,1.244444
1172,1.243704
1173,1.242963
1174,1.242222
1175,1.241481
1176,1.240741
1177,1.240000
1178,1.239259
1179,1.238519
1180,1.237778
1181,1.237037
1182,1.236296
1183,1.235556
1184,1.234815
1185,1.234074
1186,1.233333
1187,1.232593
1188,1.231852
1189,1.231111
1190,1.230370
1191,1.229630
1192,1.228889
1193,1.228148
1194,1.227407
1195,1.226667
1196,1.225926
1197,1.225185
1198,1.224444
1199,1.223704
1200,1.222963
1201,1.222222
1202,1.221481
1203,1.220741
1204,1.220000
1205,1.219259
1206,1.218519
1207,1.217778
1208,1.217037
1209,1.216296
1210,1.215556
1211,1.214815
1212,1.214074
1213,1.213333
1214,1.212593
1215,1.211852
1216,1.211111
1217,1.210370
1218,1.209630
1219,1.208889
1220,1.208148
1221,1.207407
1222,1.206667
1223,1.205926
1224,1.205185
1225,1.204444
1226,1.203704
1227,1.202963
1228,1.202222
1229,1.201481
1230,1.200741
1231,1.200000
1232,1.199259
1233,1.198519
1234,1.197778
1235,1.197037
1236,1.196296
1237,1.195556
1238,1.194815
1239,1.194074
1240,1.193333
1241,1.192593
1242,1.191852
1243,1.191111
1244,1.190370
1245,1.189630
1246,1.188889
1247,1.188148
1248,1.187407
1249,1.186667
1250,1.185926
1251,1.185185
1252,1.184444
1253,1.183704
1254,1.182963
1255,1.182222
1256,1.181481
1257,1.180741
1258,1.180000
1259,1.179259
1260,1.178519
1261,1.177778
1262,1.177037
1263,1.176296
1264,1.175556
1265,1.174815
1266,1.174074
1267,1.173333
1268,1.172593
1269,1.171852
1270,1.171111
1271,1.170370
1272,1.169630
1273,1.168889
1274,1.168148
1275,1.167407
1276,1.166667
1277,1.165926
1278,1.165185
1279,1.164444
1280,1.163704
1281,1.162963
1282,1.162222
1283,1.161481
1284,1.160741
1285,1.160000
1286,1.159259
1287,1.158519
1288,1.157778
1289,1.157037
1290,1.156296
1291,1.155556
1292,1.154815
1293,1.154074
1294,1.153333
1295,1.152593
1296,1.151852
1297,1.151111
1298,1.150370
1299,1.149630
1300,1.148889
1301,1.148148
1302,1.147407
1303,1.146667
1304,1.145926
1305,1.145185
1306,1.144444
1307,1.143704
1308,1.142963
1309,1.142222
1310,1.141481
1311,1.140741
1312,1.140000
1313,1.139259
1314,1.138519
1315,1.137778
1316,1.137037
1317,1.136296
1318,1.135556
1319,1.134815
1320,1.134074
1321,1.133333
1322,1.132593
1323,1.131852
1324,1.131111
1325,1.130370
1326,1.129630
1327,1.128889
1328,1.128148
1329,1.127407
1330,1.126667
1331,1.125926
1332,1.125185
1333,1.124444
1334,1.123704
1335,1.122963
1336,1.122222
1337,1.121481
1338,1.120741
1339,1.120000
1340,1.119259
1341,1.118519
1342,1.117778
1343,1.117037
1344,1.116296
1345,1.115556
1346,1.114815
1347,1.114074
1348,1.113333
1349,1.112593
1350,1.111852
1351,1.111111
1352,1.110370
1353,1.109630
1354,1.108889
1355,1.108148
1356,1.107407
1357,1.106667
1358,1.105926
1359,1.105185
1360,1.104444
1361,1.103704
1362,1.102963
1363,1.102222
1364,1.101481
1365,1.100741
1366,1.100000
1367,1.099259
1368,1.098519
1369,1.097778
1370,1.097037
1371,1.096296
1372,1.095556
1373,1.094815
1374,1.094074
1375,1.093333
1376,1.092593
1377,1.091852
1378,1.091111
1379,1.090370
1380,1.089630
1381,1.088889
1382,1.088148
1383,1.087407
1384,1.086667
1385,1.085926
1386,1.085185
1387,1.084444
1388,1.083704
1389,1.082963
1390,1.082222
1391,1.081481
1392,1.080741
1393,1.080000
1394,1.079259
1395,1.078519
1396,1.077778
1397,1.077037
1398,1.076296
1399,1.075556
1400,1.074815
1401,1.074074
1402,1.073333
1403,1.072593
1404,1.071852
1405,1.071111
1406,1.070370
1407,1.069630
1408,1.068889
1409,1.068148
1410,1.067407
1411,1.066667
1412,1.065926
1413,1.065185
1414,1.064444
1415,1.063704
1416,1.062963
1417,1.062222
1418,1.061481
1419,1.060741
1420,1.060000
1421,1.059259
1422,1.058519
1423,1.057778
1424,1.057037
1425,1.056296
1426,1.055556
1427,1.054815
1428,1.054074
1429,1.053333
1430,1.052593
1431,1.051852
1432,1.051111
1433,1.050370
1434,1.049630
1435,1.048889
1436,1.048148
1437,1.047407
1438,1.046667
1439,1.045926
1440,1.045185
1441,1.044444
1442,1.043704
1443,1.042963
1444,1.042222
1445,1.041481
1446,1.040741
1447,1.040000
1448,1.039259
1449,1.038519
1450,1.037778
1451,1.037037
1452,1.036296
1453,1.035556
1454,1.034815
1455,1.034074
1456,1.033333
1457,1.032593
1458,1.031852
1459,1.031111
1460,1.030370
1461,1.029630
1462,1.028889
1463,1.028148
1464,1.027407
1465,1.026667
1466,1.025926
1467,1.025185
1468,1.024444
1469,1.023704
1470,1.022963
1471,1.022222
1472,1.021481
1473,1.020741
1474,1.020000
1475,1.019259
1476,1.018519
1477,1.017778
1478,1.017037
1479,1.016296
1480,1.015556
1481,1.014815
1482,1.014074
1483,1.013333
1484,1.012593
1485,1.011852
1486,1.011111
1487,1.010370
1488,1.009630
1489,1.008889
1490,1.008148
1491,1.007407
1492,1.006667
1493,1.005926
1494,1.005185
1495,1.004444
1496,1.003704
1497,1.002963
1498,1.002222
1499,1.001481
1500,1.000741
1501,1.000000
1502,0.999259
1503,0.998519
1504,0.997778
1505,0.997037
1506,0.996296
1507,0.995556
1508,0.994815
1509,0.994074
1510,0.993333
1511,0.992593
1512,0.991852
1513,0.991111
1514,0.990370
1515,0.989630
1516,0.988889
1517,0.988148
1518,0.987407
1519,0.986667
1520,0.985926
1521,0.985185
1522,0.984444
1523,0.983704
1524,0.982963
1525,0.982222
1526,0.981481
1527,0.980741
1528,0.980000
1529,0.979259
1530,0.978519
1531,0.977778
1532,0.977037
1533,0.976296
1534,0.975556
1535,0.974815
1536,0.974074
1537,0.973333
1538,0.972593
1539,0.971852
1540,0.971111
1541,0.970370
1542,0.969630
1543,0.968889
1544,0.968148
1545,0.967407
1546,0.966667
1547,0.965926
1548,0.965185
1549,0.964444
1550,0.963704
1551,0.962963
1552,0.962222
1553,0.961481
1554,0.960741
1555,0.960000
1556,0.959259
1557,0.958519
1558,0.957778
1559,0.957037
1560,0.956296
1561,0.955556
1562,0.954815
1563,0.954074
1564,0.953333
1565,0.952593
1566,0.951852
1567,0.951111
1568,0.950370
1569,0.949630
1570,0.948889
1571,0.948148
1572,0.947407
1573,0.946667
1574,0.945926
1575,0.945185
1576,0.944444
1577,0.943704
1578,0.942963
1579,0.942222
1580,0.941481
1581,0.940741
1582,0.940000
1583,0.939259
1584,0.938519
1585,0.937778
1586,0.937037
1587,0.936296
1588,0.935556
1589,0.934815
1590,0.934074
1591,0.933333
1592,0.932593
1593,0.931852
1594,0.931111
1595,0.930370
1596,0.929630
1597,0.928889
1598,0.928148
1599,0.927407
1600,0.926667
1601,0.925926
1602,0.925185
1603,0.924444
1604,0.923704
1605,0.922963
1606,0.922222
1607,0.921481
1608,0.920741
1609,0.920000
1610,0.919259
1611,0.918519
1612,0.917778
1613,0.917037
1614,0.916296
1615,0.915556
1616,0.914815
1617,0.914074
1618,0.913333
1619,0.912593
1620,0.911852
1621,0.911111
1622,0.910370
1623,0.909630
1624,0.908889
1625,0.908148
1626,0.907407
1627,0.906667
1628,0.905926
1629,0.905185
1630,0.904444
1631,0.903704
1632,0.902963
1633,0.902222
1634,0.901481
1635,0.900741
1636,0.900000
1637,0.899259
1638,0.898519
1639,0.897778
1640,0.897037
1641,0.896296
1642,0.895556
1643,0.894815
1644,0.894074
1645,0.893333
1646,0.892593
1647,0.891852
1648,0.891111
1649,0.890370
1650,0.889630
1651,0.888889
1652,0.888148
1653,0.887407
1654,0.886667
1655,0.885926
1656,0.885185
1657,0.884444
1658,0.883704
1659,0.882963
1660,0.882222
1661,0.881481
1662,0.880741
1663,0.880000
1664,0.879259
1665,0.878519
1666,0.877778
1667,0.877037
1668,0.876296
1669,0.875556
1670,0.874815
1671,0.874074
1672,0.873333
1673,0.872593
1674,0.871852
1675,0.871111
1676,0.870370
1677,0.869630
1678,0.868889
1679,0.868148
1680,0.867407
1681,0.866667
1682,0.865926
1683,0.865185
1684,0.864444
1685,0.863704
1686,0.862963
1687,0.862222
1688,0.861481
1689,0.860741
1690,0.860000
1691,0.859259
1692,0.858519
1693,0.857778
1694,0.857037
1695,0.856296
1696,0.855556
1697,0.854815
1698,0.854074
1699,0.853333
1700,0.852593
1701,0.851852
1702,0.851111
1703,0.850370
1704,0.849630
1705,0.848889
1706,0.848148
1707,0.847407
1708,0.846667
1709,0.845926
1710,0.845185
1711,0.844444
1712,0.843704
1713,0.842963
1714,0.842222
1715,0.841481
1716,0.840741
1717,0.840000
1718,0.839259
1719,0.838519
1720,0.837778
1721,0.837037
1722,0.836296
1723,0.835556
1724,0.834815
1725,0.834074
1726,0.833333
1727,0.832593
1728,0.831852
1729,0.831111
1730,0.830370
1731,0.829630
1732,0.828889
1733,0.828148
1734,0.827407
1735,0.826667
1736,0.825926
1737,0.825185
1738,0.824444
1739,0.823704
1740,0.822963
1741,0.822222
1742,0.821481
1743,0.820741
1744,0.820000
1745,0.819259
1746,0.818519
1747,0.817778
1748,0.817037
1749,0.816296
1750,0.815556
1751,0.814815
1752,0.814074
1753,0.813333
1754,0.812593
1755,0.811852
1756,0.811111
1757,0.810370
1758,0.809630
1759,0.808889
1760,0.808148
1761,0.807407
1762,0.806667
1763,0.805926
1764,0.805185
1765,0.804444
1766,0.803704
1767,0.802963
1768,0.802222
1769,0.801481
1770,0.800741
1771,0.800000
1772,0.799259
1773,0.798519
1774,0.797778
1775,0.797037
1776,0.796296
1777,0.795556
1778,0.794815
1779,0.794074
1780,0.793333
1781,0.792593
1782,0.791852
1783,0.791111
1784,0.790370
1785,0.789630
1786,0.788889
1787,0.788148
1788,0.787407
1789,0.786667
1790,0.785926
1791,0.785185
1792,0.784444
1793,0.783704
1794,0.782963
1795,0.782222
1796,0.781481
1797,0.780741
1798,0.780000
1799,0.779259
1800,0.778519
1801,0.777778
1802,0.777037
1803,0.776296
1804,0.775556
1805,0.774815
1806,0.774074
1807,0.773333
1808,0.772593
1809,0.771852
1810,0.771111
1811,0.770370
1812,0.769630
1813,0.768889
1814,0.768148
1815,0.767407
1816,0.766667
1817,0.765926
1818,0.765185
1819,0.764444
1820,0.763704
1821,0.762963
1822,0.762222
1823,0.761481
1824,0.760741
1825,0.760000
1826,0.759259
1827,0.758519
1828,0.757778
1829,0.757037
1830,0.756296
1831,0.755556
1832,0.754815
1833,0.754074
1834,0.753333
1835,0.752593
1836,0.751852
1837,0.751111
1838,0.750370
1839,0.749630
1840,0.748889
1841,0.748148
1842,0.747407
1843,0.746667
1844,0.745926
1845,0.745185
1846,0.744444
1847,0.743704
1848,0.742963
1849,0.742222
1850,0.741481
1851,0.740741
1852,0.740000
1853,0.739259
1854,0.738519
1855,0.737778
1856,0.737037
1857,0.736296
1858,0.735556
1859,0.734815
1860,0.734074
1861,0.733333
1862,0.732593
1863,0.731852
1864,0.731111
1865,0.730370
1866,0.729630
1867,0.728889
1868,0.728148
1869,0.727407
1870,0.726667
1871,0.725926
1872,0.725185
1873,0.724444
