Row,Motor A,Motor B
1798,0.564000,-0.564000
1799,0.576000,-0.576000
1800,0.588000,-0.588000
1801,0.600000,-0.600000
1802,0.612000,-0.612000
1803,0.624000,-0.624000
1804,0.636000,-0.636000
1805,0.648000,-0.648000
1806,0.660000,-0.660000
1807,0.672000,-0.672000
1808,0.684000,-0.684000
1809,0.696000,-0.696000
1810,0.708000,-0.708000
1811,0.720000,-0.720000
1812,0.732000,-0.732000
1813,0.744000,-0.744000
1814,0.756000,-0.756000
1815,0.768000,-0.768000
1816,0.780000,-0.780000
1817,0.792000,-0.792000
1818,0.804000,-0.804000
1819,0.816000,-0.816000
1820,0.828000,-0.828000
1821,0.840000,-0.840000
1822,0.852000,-0.852000
1823,0.864000,-0.864000
1824,0.876000,-0.876000
1825,0.888000,-0.888000
1826,0.900000,-0.900000
1827,0.912000,-0.912000
1828,0.924000,-0.924000
1829,0.936000,-0.936000
1830,0.948000,-0.948000
1831,0.960000,-0.960000
1832,0.972000,-0.972000
1833,0.984000,-0.984000
1834,0.996000,-0.996000
1835,1.000000,-1.000000
1836,1.000000,-1.000000
1837,1.000000,-1.000000
1838,1.000000,-1.000000
1839,1.000000,-1.000000
1840,1.000000,-1.000000
1841,1.000000,-1.000000
1842,1.000000,-1.000000
1843,1.000000,-1.000000
1844,1.000000,-1.000000
1845,1.000000,-1.000000
1846,1.000000,-1.000000
1847,1.000000,-1.000000
1848,1.000000,-1.000000
1849,1.000000,-1.000000
1850,1.000000,-1.000000
1851,1.000000,-1.000000
1852,1.000000,-1.000000
1853,1.000000,-1.000000
1854,1.000000,-1.000000
1855,1.000000,-1.000000
1856,1.000000,-1.000000
1857,1.000000,-1.000000
1858,1.000000,-1.000000
1859,1.000000,-1.000000
1860,1.000000,-1.000000
1861,1.000000,-1.000000
1862,1.000000,-1.000000
1863,1.000000,-1.000000
1864,1.000000,-1.000000
1865,1.000000,-1.000000
1866,1.000000,-1.000000
1867,1.000000,-1.000000
1868,1.000000,-1.000000
1869,1.000000,-1.000000
1870,1.000000,-1.000000
1871,1.000000,-1.000000
1872,1.000000,-1.000000
1873,1.000000,-1.000000
1874,1.000000,-1.000000
1875,1.000000,-1.000000
1876,1.000000,-1.000000
1877,1.000000,-1.000000
1878,1.000000,-1.000000
1879,1.000000,-1.000000
1880,1.000000,-1.000000
1881,1.000000,-1.000000
1882,1.000000,-1.000000
1883,1.000000,-1.000000
1884,1.000000,-1.000000
1885,1.000000,-1.000000
1886,1.000000,-1.000000
1887,1.000000,-1.000000
1888,1.000000,-1.000000
1889,1.000000,-1.000000
1890,1.000000,-1.000000
1891,1.000000,-1.000000
1892,1.000000,-1.000000
1893,1.000000,-1.000000
1894,1.000000,-1.000000
1895,1.000000,-1.000000
1896,1.000000,-1.000000
1897,1.000000,-1.000000
1898,1.000000,-1.000000
1899,1.000000,-1.000000
1900,1.000000,-1.000000
1901,1.000000,-1.000000
1902,1.000000,-1.000000
1903,1.000000,-1.000000
1904,1.000000,-1.000000
1905,1.000000,-1.000000
1906,1.000000,-1.000000
1907,1.000000,-1.000000
1908,1.000000,-1.000000
1909,1.000000,-1.000000
1910,1.000000,-1.000000
1911,1.000000,-1.000000
1912,1.000000,-1.000000
1913,1.000000,-1.000000
1914,1.000000,-1.000000
1915,1.000000,-1.000000
1916,1.000000,-1.000000
1917,1.000000,-1.000000
1918,1.000000,-1.000000
1919,1.000000,-1.000000
1920,1.000000,-1.000000
1921,1.000000,-1.000000
1922,1.000000,-1.000000
1923,1.000000,-1.000000
1924,1.000000,-1.000000
1925,1.000000,-1.000000
1926,1.000000,-1.000000
1927,1.000000,-1.000000
1928,1.000000,-1.000000
1929,1.000000,-1.000000
1930,1.000000,-1.000000
1931,1.000000,-1.000000
1932,1.000000,-1.000000
1933,1.000000,-1.000000
1934,1.000000,-1.000000
1935,1.000000,-1.000000
1936,1.000000,-1.000000
1937,1.000000,-1.000000
1938,1.000000,-1.000000
1939,1.000000,-1.000000
1940,1.000000,-1.000000
1941,1.000000,-1.000000
1942,1.000000,-1.000000
1943,1.000000,-1.000000
1944,1.000000,-1.000000
1945,1.000000,-1.000000
1946,1.000000,-1.000000
1947,1.000000,-1.000000
1948,1.000000,-1.000000
1949,1.000000,-1.000000
1950,1.000000,-1.000000
1951,1.000000,-1.000000
1952,1.000000,-1.000000
1953,1.000000,-1.000000
1954,1.000000,-1.000000
1955,1.000000,-1.000000
1956,1.000000,-1.000000
1957,1.000000,-1.000000
1958,1.000000,-1.000000
1959,1.000000,-1.000000
1960,1.000000,-1.000000
1961,1.000000,-1.000000
1962,1.000000,-1.000000
1963,1.000000,-1.000000
1964,1.000000,-1.000000
1965,1.000000,-1.000000
1966,1.000000,-1.000000
1967,1.000000,-1.000000
1968,1.000000,-1.000000
1969,1.000000,-1.000000
1970,1.000000,-1.000000
1971,1.000000,-1.000000
1972,1.000000,-1.000000
1973,1.000000,-1.000000
1974,1.000000,-1.000000
1975,1.000000,-1.000000
1976,1.000000,-1.000000
1977,1.000000,-1.000000
1978,1.000000,-1.000000
1979,1.000000,-1.000000
1980,1.000000,-1.000000
1981,1.000000,-1.000000
1982,1.000000,-1.000000
1983,1.000000,-1.000000
1984,1.000000,-1.000000
1985,1.000000,-1.000000
1986,1.000000,-1.000000
1987,1.000000,-1.000000
1988,1.000000,-1.000000
1989,1.000000,-1.000000
1990,1.000000,-1.000000
1991,1.000000,-1.000000
1992,1.000000,-1.000000
1993,1.000000,-1.000000
1994,1.000000,-1.000000
1995,1.000000,-1.000000
1996,1.000000,-1.000000
1997,1.000000,-1.000000
1998,1.000000,-1.000000
1999,1.000000,-1.000000
2000,1.000000,-1.000000
